date,close,high,low,open,volume
2009-01-02,2.7309939861297607,2.739721933076456,2.5627715226164107,2.584438608221082,746015200
2009-01-05,2.84625244140625,2.8944022972792953,2.789977127848251,2.8038207010968406,1181608400
2009-01-06,2.799307107925415,2.924195203203069,2.7803481060891158,2.887481372982414,1289310400
2009-01-07,2.7388181686401367,2.7836574507172314,2.7162478552707325,2.762893598146575,753048800
2009-01-08,2.7896769046783447,2.8032195375683084,2.709627892518579,2.721364867809412,673500800
2009-01-09,2.7258782386779785,2.8101404404236554,2.712637354110896,2.805024813049303,546845600
2009-01-12,2.668098211288452,2.7382160760729075,2.6346941629622997,2.722266107570087,617716400
2009-01-13,2.639509916305542,2.7005999235962115,2.5985830849208975,2.6554598912759793,798397600
2009-01-14,2.5678868293762207,2.625666257347109,2.5495295138992664,2.595272029801284,1021664000
2009-01-15,2.509204149246216,2.5314737203354385,2.40899278696444,2.4246412132380217,1831634000
2009-01-16,2.4776053428649902,2.5392970127849996,2.4195251876223374,2.5368896711607705,1047625600
2009-01-20,2.353318929672241,2.4676743944762634,2.353318929672241,2.4655677946302705,919914800
2009-01-21,2.492652654647827,2.4941575699654646,2.386723371050212,2.3891307132276576,1089270000
2009-01-22,2.659069538116455,2.7084235551807585,2.582632075023186,2.649439971097648,1409528400
2009-01-23,2.659069538116455,2.7045110978404865,2.603095984756287,2.612725350878696,763770000
2009-01-26,2.6975901126861572,2.7376147063639484,2.6572639734825394,2.674116571433897,692238400
2009-01-27,2.7303919792175293,2.7550690936556412,2.700599438679872,2.714141265137558,618038400
2009-01-28,2.8348169326782227,2.8588915568744913,2.7535639710854687,2.7722220258236465,861406000
2009-01-29,2.7987043857574463,2.839029716906499,2.786666673628778,2.801412469193602,592729200
2009-01-30,2.712336301803589,2.817362144819581,2.7087247866140114,2.786667178706461,651478800
2009-02-02,2.7538654804229736,2.768611282255616,2.6753213843616046,2.6813402429843016,558247200
2009-02-03,2.798102855682373,2.8101405719334016,2.7168506817455254,2.7662037112030124,599309200
2009-02-04,2.8152554035186768,2.8965085647613114,2.8017137791847717,2.8053252941930884,808421600
2009-02-05,2.9028282165527344,2.926601897971,2.7872687745160816,2.791782716341928,749246400
2009-02-06,3.0009348392486572,3.0093610410831686,2.9190801636444785,2.91968164776084,687209600
2009-02-09,3.084894895553589,3.099640696549485,2.9943130873868613,3.009360634882701,715010800
2009-02-10,2.9440572261810303,3.084894683233975,2.9208852260828087,3.0493848280944227,849060800
2009-02-11,2.9136624336242676,2.958501723028564,2.88206423081936,2.900120805899819,674973600
2009-02-12,2.9873907566070557,3.0018358105297773,2.883868841160156,2.883868841160156,817188400
2009-02-13,2.984081745147705,3.0075546874921915,2.9527842877919377,2.978965314308964,608977600
2009-02-17,2.8447470664978027,2.9202821093043734,2.837224098472117,2.9151664830110504,678238400
2009-02-18,2.839933156967163,2.884471502358575,2.7902791838883254,2.860397073992149,684779200
2009-02-19,2.7276828289031982,2.8363201490352057,2.7117328630317155,2.8098381913153156,922804400
2009-02-20,2.7445359230041504,2.780648058031097,2.67832950505302,2.6903672182226934,750316000
2009-02-23,2.616638660430908,2.768611221163919,2.603397774442594,2.7580786205995755,786982000
2009-02-24,2.715946912765503,2.73520685458035,2.6181430920362376,2.6316849184460986,807105600
2009-02-25,2.7433321475982666,2.7962968878446985,2.6858536660516745,2.704210980400292,833053200
2009-02-26,2.684047222137451,2.7962960682682785,2.6771259398829153,2.768609934768211,629868400
2009-02-27,2.68765926361084,2.7475452868106536,2.6383054371418337,2.646129951662711,706658400
2009-03-02,2.646430492401123,2.7445360512504933,2.638305236528332,2.6518476644770237,770929600
2009-03-03,2.6593713760375977,2.7306934435568477,2.6446255743877902,2.676223778179229,724340400
2009-03-04,2.7436325550079346,2.7917824007876906,2.6918719981477595,2.7138400199940778,741403600
2009-03-05,2.6735148429870605,2.7646981102205412,2.661778876138308,2.7222663763361443,706899200
2009-03-06,2.5669848918914795,2.660274996140137,2.4776064432869878,2.658469137551189,1011147200
2009-03-09,2.5010786056518555,2.636198732886624,2.4848286960021766,2.5332792901648022,698297600
2009-03-10,2.667196035385132,2.6834467522171166,2.5386962207125974,2.554043706988938,844258800
2009-03-11,2.789074659347534,2.8309049150705543,2.6957847795600642,2.7027060638398552,846372800
2009-03-12,2.8995180130004883,2.9064401011809733,2.7686108708561097,2.795695328840688,768457200
2009-03-13,2.88687801361084,2.9250977522547483,2.8591920773914485,2.89801329989047,601168400
2009-03-16,2.871530771255493,2.930815106236096,2.8342144606671416,2.904934824806673,797244000
2009-03-17,2.999128580093384,3.0000310069834564,2.8609984032500364,2.8661148342465568,786646000
2009-03-18,3.0551023483276367,3.114085753162901,3.000934431906585,3.0066515436834593,796037200
2009-03-19,3.0581114292144775,3.1056587907661015,3.0168828628211433,3.0650327127420702,500180800
2009-03-20,3.057208776473999,3.1029512962187904,3.0265138043546154,3.0722555205135147,695587200
2009-03-23,3.2398767471313477,3.2549234885574805,3.0620239340043,3.0909132436061686,666397200
2009-03-24,3.204968214035034,3.2934434192725512,3.171564957805391,3.2007552142552056,640612000
2009-03-25,3.204667568206787,3.2609426878360313,3.125521791559293,3.237469944092347,646618000
2009-03-26,3.3063833713531494,3.309693139628033,3.2374688730117422,3.244991639799074,616252000
2009-03-27,3.2155003547668457,3.2660575471254423,3.201958529490813,3.257029663608087,492872800
2009-03-30,3.144479751586914,3.1601279743696913,3.0879037077872926,3.145081436320063,502796000
2009-03-31,3.1634395122528076,3.2335573969872895,3.159827996705578,3.1733698239566266,570080000
2009-04-01,3.270873546600342,3.2802021729527455,3.1264237804398305,3.1324426378861103,589372000
2009-04-02,3.391848564147949,3.4532396938274967,3.3036743271708886,3.314508067755303,812366800
2009-04-03,3.490556478500366,3.4947696787843565,3.4162255967401434,3.4363879659420253,636241200
2009-04-06,3.5645861625671387,3.573614045434115,3.409001937939208,3.458957642804441,658064400
2009-04-07,3.4607644081115723,3.5110210718944446,3.436388433516076,3.506807871037182,536580800
2009-04-08,3.5004868507385254,3.5146303593909454,3.4481240065548557,3.4737033421231356,455630000
2009-04-09,3.5982916355133057,3.6112317775132885,3.5498406355955288,3.5636844098180154,530756800
2009-04-13,3.617851972579956,3.640723228657785,3.581138148218773,3.611532172378839,389236400
2009-04-14,3.5603740215301514,3.616348599476046,3.528474876501148,3.5982920247883774,454622000
2009-04-15,3.5402112007141113,3.5585679123974745,3.483635145919033,3.526969312497581,412882400
2009-04-16,3.654867172241211,3.7060258472168948,3.5748179849942585,3.5868556984406204,593446000
2009-04-17,3.7141525745391846,3.7391304366933777,3.618756073595203,3.646742963347645,497495600
2009-04-20,3.626278877258301,3.7012120543231224,3.5859533310943745,3.6632940514278407,466466000
2009-04-21,3.664196729660034,3.6756329627633555,3.5691011747843038,3.57782811793872,470685600
2009-04-22,3.656674385070801,3.7722340725662575,3.647344751387534,3.69037919347539,938767200
2009-04-23,3.7737367153167725,3.827905627079028,3.716859719579991,3.8104513428153237,945156800
2009-04-24,3.72859787940979,3.7659140007133116,3.7006109893286396,3.750867255373436,540764000
2009-04-27,3.7535741329193115,3.761699589757916,3.691280169201896,3.6985031992957293,480690000
2009-04-28,3.72859787940979,3.798114091991662,3.709337932872715,3.7120460175636487,455856800
2009-04-29,3.765913486480713,3.8173731154763844,3.7264907699617336,3.757186544128295,458110800
2009-04-30,3.786677837371826,3.8218869486165854,3.7592928391393827,3.7984138059938526,498489600
2009-05-01,3.8291091918945312,3.850475732224776,3.7857742255404343,3.7857742255404343,397516000
2009-05-04,3.974461555480957,3.9798781251798747,3.8423504522035348,3.8592028506073404,609358400
2009-05-05,3.9937195777893066,3.9982333167374096,3.945870489522381,3.964829478840984,398255200
2009-05-06,3.98740291595459,4.017496407636256,3.9187891281233194,4.012380779233749,473538800
2009-05-07,3.883878707885742,3.984089840699858,3.8489697473296745,3.9822841840266427,531776000
2009-05-08,3.8877909183502197,3.949182039140236,3.7996166941409255,3.883276374927441,467964000
2009-05-11,3.8992278575897217,3.9410581160345113,3.825498456146261,3.833022430246839,404658800
2009-05-12,3.7442455291748047,3.903441106850634,3.70903641571378,3.8989269634096364,609481600
2009-05-13,3.595883846282959,3.732208148542563,3.592573073048796,3.707831777020302,595971600
2009-05-14,3.700007915496826,3.717463006150668,3.6022042818440676,3.6046114233422872,447826400
2009-05-15,3.684058427810669,3.750264255449583,3.6596824558778773,3.6810485971627402,367567200
2009-05-18,3.8113555908203125,3.8128607076476104,3.65848056127304,3.7234830453726486,458841600
2009-05-19,3.8354296684265137,3.8914034406370708,3.783969236128678,3.816470667525449,372422400
2009-05-20,3.7878808975219727,3.888393801302285,3.7707275567206926,3.8408456341884576,388584000
2009-05-21,3.73702335357666,3.815266498680494,3.6982029248214685,3.766214413109275,407946000
2009-05-22,3.686465263366699,3.7370224530491605,3.6638949530787484,3.733110196288492,297998400
2009-05-26,3.935640573501587,3.9371456896915253,3.748157579352003,3.7544773798195803,636927200
2009-05-27,4.00395393371582,4.062033902365426,3.9395529590144434,3.9657349903741914,646422000
2009-05-28,4.0647430419921875,4.074372813250051,3.9732580051813495,4.01599069271546,487552800
2009-05-29,4.087010383605957,4.0897184669035225,4.028026802572441,4.07437118831048,456534400
2009-06-01,4.193542957305908,4.2128024959789965,4.092729112259289,4.106873426105594,452499600
2009-06-02,4.197755813598633,4.253428634041147,4.163448730267218,4.1827094745859865,456223600
2009-06-03,4.241693496704102,4.246508181485185,4.185117434838162,4.213104321963786,565199600
2009-06-04,4.325652599334717,4.338894082641716,4.214306976777299,4.217015060206391,550634000
2009-06-05,4.353640556335449,4.405701655497087,4.309703707976826,4.372900093328117,632716000
2009-06-08,4.328965187072754,4.34040061762858,4.195951614622514,4.328062759996109,931652400
2009-06-09,4.2949604988098145,4.350332404157348,4.229657072575998,4.327762080738544,676964400
2009-06-10,4.220627307891846,4.283824105010066,4.161945055601999,4.281717504926837,688623600
2009-06-11,4.211598873138428,4.2600498743787565,4.169468074320502,4.199562363032392,524823600
2009-06-12,4.121921062469482,4.18601989401509,4.093933371542443,4.1772929513254065,563085600
2009-06-15,4.09543514251709,4.120713927263332,4.059323224268056,4.09302800273461,539750400
2009-06-16,4.103260517120361,4.167058367092085,4.095736547057002,4.112588938190586,514805200
2009-06-17,4.080090522766113,4.136365638315313,4.048492322622348,4.112892092687615,571412800
2009-06-18,4.089118480682373,4.152916767893069,4.080391538432422,4.096039765544144,427680400
2009-06-19,4.1974568367004395,4.1980583208356546,4.119815159131535,4.155023878760622,721856800
2009-06-22,4.133958339691162,4.260050618879956,4.102661479339969,4.233267902624454,634914000
2009-06-23,4.03284215927124,4.121317344709301,3.9988368239441314,4.104766693992162,706532400
2009-06-24,4.099350929260254,4.137870824062834,4.058424294394385,4.075276698146389,485525600
2009-06-25,4.208889961242676,4.21912201739252,4.068955162387605,4.085205271510526,589447600
2009-06-26,4.286532402038574,4.320237201459282,4.205279430533771,4.206784144953705,439384400
2009-06-29,4.272388458251953,4.331973547294494,4.259448314907443,4.317227746488945,567616000
